District,Year,Season,Average_Yield,Production,Sown_Extent,Harvested_Extent,avg_temp,max_temp,min_temp,total_rainfall,total_rain,rainy_days,wind_speed,evapotranspiration,pH,soil_type,zone,temp_range,rain_per_day,harvest_ratio,water_stress
GALLE,1987,Maha,2773.0,43.3,20033.0,19944.0,26.2,28.39,24.48,1185.4,1185.4,161.0,12.79,678.13,4.5,Red Yellow Podzolic,Wet,3.91,7.317283950617284,0.995507637017071,0.571586311530681
GALLE,1987,Yala,1842.0,21.2,14958.82,14665.0,27.01,28.92,25.47,1241.9,1241.9,177.0,15.58,732.47,4.5,Red Yellow Podzolic,Wet,3.450000000000003,6.976966292134832,0.9802925436268618,0.5893233566658621
GALLE,1988,Maha,2867.0,45.1,20088.0,20063.0,26.07,28.32,24.29,1181.6,1181.6,152.0,12.41,693.59,4.5,Red Yellow Podzolic,Wet,4.030000000000001,7.722875816993463,0.9987057593708,0.5864958565871808
GALLE,1988,Yala,2328.0,36.0,19844.0,19711.0,26.75,28.53,25.34,1757.3,1757.3,180.0,16.68,656.94,4.5,Red Yellow Podzolic,Wet,3.1900000000000013,9.708839779005524,0.9932476694381456,0.37362224876300976
GALLE,1989,Maha,2673.0,40.7,19497.0,19403.0,25.78,28.09,23.93,1185.9,1185.9,156.0,12.09,677.38,4.5,Red Yellow Podzolic,Wet,4.16,7.553503184713376,0.9951277054056826,0.5707136237256719
GALLE,1989,Yala,2162.0,27.9,16550.0,16489.0,26.19,28.02,24.69,1493.2,1493.2,168.0,17.73,682.11,4.5,Red Yellow Podzolic,Wet,3.3299999999999983,8.835502958579882,0.9962540027792882,0.45650515325926916
GALLE,1990,Maha,2635.0,40.4,19597.0,19545.0,26.06,28.36,24.2,1286.0,1286.0,159.0,12.81,684.79,4.5,Red Yellow Podzolic,Wet,4.16,8.0375,0.997295642412491,0.532082362082362
GALLE,1990,Yala,2537.0,36.5,18427.0,18339.0,26.65,28.48,25.22,1291.8,1291.8,180.0,17.74,707.43,4.5,Red Yellow Podzolic,Wet,3.2600000000000016,7.137016574585635,0.9951703928803994,0.5472076113861386
GALLE,1991,Maha,2659.0,40.9,19687.0,19621.0,25.81,28.08,24.01,1182.7,1182.7,163.0,12.54,664.08,4.5,Red Yellow Podzolic,Wet,4.069999999999997,7.211585365853659,0.9965969118244616,0.5610205288502155
GALLE,1991,Yala,1911.0,26.3,19007.0,17583.0,26.83,28.7,25.31,1433.6,1433.6,182.0,16.41,709.21,4.5,Red Yellow Podzolic,Wet,3.3900000000000006,7.833879781420764,0.9250315656565656,0.4943607974348251
GALLE,1992,Maha,2679.0,39.2,18730.0,18655.0,25.68,27.97,23.85,1117.5,1117.5,146.0,12.88,675.32,4.5,Red Yellow Podzolic,Wet,4.119999999999997,7.6020408163265305,0.9959425551225242,0.603772910147519
GALLE,1992,Yala,2379.0,18.9,10234.0,10159.0,26.71,28.81,25.04,1256.4,1256.4,168.0,17.57,732.29,4.5,Red Yellow Podzolic,Wet,3.7699999999999996,7.4343195266272195,0.9925744992672203,0.5823842850326069
GALLE,1993,Maha,2938.0,42.5,18468.0,18453.0,25.8,28.06,23.97,1360.4,1360.4,161.0,12.37,657.59,4.5,Red Yellow Podzolic,Wet,4.09,8.397530864197531,0.9991336834695977,0.4830248273835757
GALLE,1993,Yala,1889.0,21.8,15885.0,14725.0,26.41,28.29,24.89,1413.3,1413.3,178.0,17.33,693.4,4.5,Red Yellow Podzolic,Wet,3.3999999999999986,7.895530726256983,0.9269167820722649,0.4902778759810507
GALLE,1994,Maha,2651.0,36.5,17652.0,17573.0,25.69,27.88,24.0,1642.9,1642.9,168.0,10.96,624.08,4.5,Red Yellow Podzolic,Wet,3.879999999999999,9.72130177514793,0.9954681923752337,0.3796337976762577
GALLE,1994,Yala,2134.0,28.4,17181.760000000002,17002.0,26.44,28.29,24.91,1322.1,1322.1,179.0,16.71,690.81,4.5,Red Yellow Podzolic,Wet,3.379999999999999,7.345,0.9894801533630219,0.5221147305570252
GALLE,1995,Maha,2526.0,34.0,17232.0,17189.0,26.04,28.32,24.23,1061.5,1061.5,159.0,13.09,683.74,4.5,Red Yellow Podzolic,Wet,4.09,6.634375,0.9974467591249347,0.64352
GALLE,1995,Yala,2097.0,19.2,11932.0,11716.0,26.55,28.58,25.02,1612.0,1612.0,176.0,16.89,700.91,4.5,Red Yellow Podzolic,Wet,3.5599999999999987,9.107344632768362,0.9818151345009637,0.43453812771233724
GALLE,1996,Maha,2911.0,39.8,17458.0,17454.0,25.69,27.88,23.95,1267.4,1267.4,168.0,13.75,668.18,4.5,Red Yellow Podzolic,Wet,3.9299999999999997,7.499408284023669,0.9997136147545679,0.5267896562598549
GALLE,1996,Yala,2213.0,21.8,12600.0,12591.0,26.37,28.23,24.85,1485.7,1485.7,176.0,17.07,685.79,4.5,Red Yellow Podzolic,Wet,3.379999999999999,8.393785310734463,0.9992064121895088,0.4612833792964283
GALLE,1997,Maha,3154.0,42.5,17526.0,17176.0,25.89,28.28,24.1,1541.9,1541.9,153.0,11.5,671.73,4.5,Red Yellow Podzolic,Wet,4.18,10.012337662337663,0.979973754778342,0.435368461987167
GALLE,1997,Yala,2323.0,16.9,9461.0,9272.0,26.69,28.73,25.04,1311.7,1311.7,175.0,15.51,726.12,4.5,Red Yellow Podzolic,Wet,3.6900000000000013,7.452840909090909,0.9799196787148594,0.5531499961910565
GALLE,1998,Maha,3042.0,40.5,17003.0,16992.0,26.35,28.53,24.65,1334.2,1334.2,155.0,13.95,668.38,4.5,Red Yellow Podzolic,Wet,3.8800000000000026,8.552564102564103,0.9992942836979535,0.500584182144997
GALLE,1998,Yala,2302.0,2.7,1603.0,1490.0,27.38,29.38,25.75,1251.2,1251.2,177.0,16.68,739.8,4.5,Red Yellow Podzolic,Wet,3.629999999999999,7.0292134831460675,0.928927680798005,0.5908001916626736
GALLE,1999,Maha,3085.0,40.1,16914.0,16576.0,25.65,27.84,23.94,1575.5,1575.5,162.0,12.62,645.89,4.5,Red Yellow Podzolic,Wet,3.8999999999999986,9.66564417177914,0.9799586166124742,0.40969869965112593
GALLE,1999,Yala,2665.0,28.0,14268.0,13413.0,26.21,27.95,24.78,1438.2,1438.2,176.0,18.32,692.15,4.5,Red Yellow Podzolic,Wet,3.169999999999998,8.12542372881356,0.940009811479431,0.4809269038354641
GALLE,2000,Maha,2902.0,35.8,15890.0,15731.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,0.9899314077150588,0.45031564342698577
GALLE,2000,Maha,2902.0,35.8,13511.0,15731.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,1.1642243931320309,0.45031564342698577
GALLE,2000,Maha,2902.0,35.8,15890.0,13346.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,0.8398464539676547,0.45031564342698577
GALLE,2000,Maha,2902.0,35.8,13511.0,13346.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,0.9877146240378922,0.45031564342698577
GALLE,2000,Maha,3403.0,35.8,15890.0,15731.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,0.9899314077150588,0.45031564342698577
GALLE,2000,Maha,3403.0,35.8,13511.0,15731.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,1.1642243931320309,0.45031564342698577
GALLE,2000,Maha,3403.0,35.8,15890.0,13346.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,0.8398464539676547,0.45031564342698577
GALLE,2000,Maha,3403.0,35.8,13511.0,13346.0,25.84,28.0,24.13,1440.5,1440.5,168.0,12.94,649.13,4.5,Red Yellow Podzolic,Wet,3.870000000000001,8.523668639053254,0.9877146240378922,0.45031564342698577
GALLE,2000,Yala,2623.0,22.7,12648.0,11384.0,26.35,28.09,24.91,1362.8,1362.8,181.0,17.92,675.64,4.5,Red Yellow Podzolic,Wet,3.1799999999999997,7.487912087912088,0.8999920942366986,0.4954098841472357
GALLE,2001,Maha,3593.0,45.0,16297.0,15971.0,25.85,27.95,24.17,1310.6,1310.6,162.0,12.93,649.24,4.5,Red Yellow Podzolic,Wet,3.7799999999999976,8.040490797546012,0.9799361884893852,0.4949984751448613
GALLE,2001,Yala,2617.0,13.4,6530.0,6511.0,26.6,28.44,25.07,1264.4,1264.4,174.0,17.46,711.84,4.5,Red Yellow Podzolic,Wet,3.370000000000001,7.225142857142858,0.9969376818251416,0.5625414888572783
GALLE,2002,Maha,3438.0,41.9,16379.0,15561.0,26.06,28.34,24.29,1374.3,1374.3,156.0,12.18,667.17,4.5,Red Yellow Podzolic,Wet,4.050000000000001,8.753503184713376,0.95,0.4851087035555879
GALLE,2002,Yala,2607.0,24.4,12316.0,11700.0,26.69,28.61,25.17,1316.2,1316.2,181.0,16.99,710.73,4.5,Red Yellow Podzolic,Wet,3.4399999999999977,7.231868131868132,0.9499066331087115,0.5395763741269359
GALLE,2003,Maha,3383.0,35.3,13401.0,13339.0,26.12,28.37,24.31,1395.5,1395.5,158.0,12.15,666.13,4.5,Red Yellow Podzolic,Wet,4.060000000000002,8.776729559748428,0.9952992090732726,0.47699964196204797
GALLE,2003,Yala,2604.0,21.6,11511.0,10590.0,26.74,28.66,25.19,1589.9,1589.9,177.0,16.48,686.28,4.5,Red Yellow Podzolic,Wet,3.469999999999999,8.932022471910113,0.919909659485754,0.4313784650198001
GALLE,2004,Maha,3711.0,40.5,14498.0,13943.0,25.97,28.32,24.21,1421.3,1421.3,166.0,11.59,657.62,4.5,Red Yellow Podzolic,Wet,4.109999999999999,8.510778443113772,0.9616525277605352,0.4623637769809464
GALLE,2004,Yala,3159.0,18.6,7693.0,7507.0,26.6,28.42,25.15,1400.1,1400.1,179.0,18.36,693.0,4.5,Red Yellow Podzolic,Wet,3.270000000000003,7.778333333333332,0.9756953470236548,0.4946113767753908
GALLE,2005,Maha,3498.0,38.5,14104.0,14079.0,26.03,28.24,24.32,1283.3,1283.3,150.0,14.31,663.61,4.5,Red Yellow Podzolic,Wet,3.919999999999998,8.498675496688742,0.9981566820276497,0.5167094915518181
GALLE,2005,Yala,2788.0,20.4,9414.0,9336.0,26.79,28.63,25.3,1323.7,1323.7,177.0,16.56,703.0,4.5,Red Yellow Podzolic,Wet,3.3299999999999983,7.436516853932584,0.9916091343600637,0.5306861931003246
GALLE,2006,Maha,3418.0,33.1,12395.0,12370.0,25.92,28.2,24.21,1975.4,1975.4,165.0,10.99,628.76,4.5,Red Yellow Podzolic,Wet,3.9899999999999984,11.9,0.9979025492094223,0.318133980975511
GALLE,2006,Yala,2728.0,10.5,4912.0,4895.0,26.61,28.41,25.13,1348.7,1348.7,176.0,17.0,690.46,4.5,Red Yellow Podzolic,Wet,3.280000000000001,7.619774011299436,0.9963362507632811,0.5115655330814255
GALLE,2007,Maha,3190.0,36.6,14679.0,14652.0,25.98,28.22,24.12,1187.5,1187.5,151.0,12.73,660.98,4.5,Red Yellow Podzolic,Wet,4.099999999999998,7.8125,0.9980926430517711,0.5561464030290282
GALLE,2007,Yala,3262.0,14.9,5871.0,5840.0,26.67,28.6,25.11,1492.1,1492.1,178.0,16.1,694.99,4.5,Red Yellow Podzolic,Wet,3.490000000000002,8.335754189944133,0.9945504087193461,0.46546781863237563
GALLE,2008,Maha,3032.0,40.2,15930.0,15649.0,26.16,28.36,24.41,1314.3,1314.3,148.0,12.29,692.07,4.5,Red Yellow Podzolic,Wet,3.9499999999999993,8.820805369127516,0.982298662984119,0.5261689348437619
GALLE,2008,Yala,3027.0,32.0,14130.0,13510.0,26.28,28.05,24.83,1775.5,1775.5,182.0,16.12,659.51,4.5,Red Yellow Podzolic,Wet,3.2200000000000024,9.702185792349727,0.9560540655296865,0.3712412046158176
GALLE,2009,Maha,3286.0,37.9,17156.0,17142.0,26.2,28.46,24.37,1407.2,1407.2,152.0,12.87,678.38,4.5,Red Yellow Podzolic,Wet,4.09,9.197385620915034,0.999125721279944,0.4817355489277091
GALLE,2009,Yala,2997.0,30.7,13120.0,13084.0,26.7,28.55,25.27,1392.9,1392.9,183.0,16.94,697.97,4.5,Red Yellow Podzolic,Wet,3.280000000000001,7.570108695652174,0.997180092980718,0.5007317598106034
GALLE,2010,Maha,2968.0,31.7,16697.0,16673.0,26.04,28.09,24.38,1594.4,1594.4,154.0,14.14,636.12,4.5,Red Yellow Podzolic,Wet,3.710000000000001,10.286451612903226,0.9985028147083483,0.39872132380594205
GALLE,2010,Yala,2943.0,26.9,11732.0,11685.0,26.97,28.87,25.48,1534.8,1534.8,173.0,17.0,689.31,4.5,Red Yellow Podzolic,Wet,3.3900000000000006,8.820689655172414,0.9959089746867809,0.44882797239223854
GALLE,2011,Maha,3431.0,41.9,15968.0,15917.0,25.99,28.12,24.34,1433.7,1433.7,163.0,13.28,637.95,4.5,Red Yellow Podzolic,Wet,3.780000000000001,8.742073170731707,0.9967436909011209,0.44465741966961736
GALLE,2011,Yala,2924.0,24.1,10560.0,10545.0,26.58,28.41,25.08,1284.4,1284.4,180.0,16.77,705.24,4.5,Red Yellow Podzolic,Wet,3.330000000000002,7.0961325966850834,0.9984849919515197,0.5486541154504434
GALLE,2012,Maha,3552.0,37.9,14141.0,14024.0,26.02,28.28,24.22,1627.9,1627.9,154.0,12.01,656.53,4.5,Red Yellow Podzolic,Wet,4.060000000000002,10.502580645161292,0.9916560599632301,0.4030511388053287
GALLE,2012,Yala,3075.0,10.1,4212.0,4177.0,26.71,28.5,25.22,1144.9,1144.9,174.0,16.99,720.63,4.5,Red Yellow Podzolic,Wet,3.280000000000001,6.542285714285715,0.9914550201756468,0.6288768653460162
GALLE,2013,Maha,3653.0,39.2,12703.0,12610.0,26.02,28.09,24.32,1211.3,1211.3,155.0,13.21,650.78,4.5,Red Yellow Podzolic,Wet,3.7699999999999996,7.764743589743589,0.9926007556675063,0.5368143198878166
GALLE,2013,Yala,2670.0,8.5,4057.0,4050.0,26.71,28.5,25.26,1311.5,1311.5,184.0,17.27,705.33,4.5,Red Yellow Podzolic,Wet,3.2399999999999984,7.089189189189189,0.9980285855101035,0.5373942857142857
GALLE,2014,Maha,3738.0,40.1,13130.0,13099.0,26.02,28.27,24.3,1731.2,1731.2,155.0,13.08,651.59,4.5,Red Yellow Podzolic,Wet,3.969999999999999,11.097435897435897,0.9975630188104485,0.37616326059346494
GALLE,2014,Yala,2735.0,10.2,4767.0,4767.0,27.01,28.99,25.48,1253.4,1253.4,171.0,17.46,733.56,4.5,Red Yellow Podzolic,Wet,3.509999999999998,7.287209302325582,0.9997902684563759,0.5847895408163264
GALLE,2015,Maha,2965.0,34.92,10174.0,10118.0,26.2,28.41,24.47,1818.7,1818.7,162.0,11.57,638.55,4.5,Red Yellow Podzolic,Wet,3.9400000000000013,11.157668711656441,0.9943980343980344,0.3509094905753695
GALLE,2015,Yala,2649.0,10.6,5694.0,5125.0,27.03,28.98,25.45,1262.5,1262.5,175.0,15.93,732.17,4.5,Red Yellow Podzolic,Wet,3.530000000000001,7.173295454545454,0.8999122036874452,0.5794776414721012
GALLE,2016,Maha,3543.0,28.73,8118.0,8087.0,26.5,28.69,24.74,856.4,856.4,150.0,13.8,707.47,4.5,Red Yellow Podzolic,Wet,3.950000000000003,5.671523178807947,0.9960586279098411,0.8251341264287381
GALLE,2016,Yala,3148.0,2.91,1199.0,1180.0,27.33,29.27,25.84,1476.9,1476.9,179.0,17.71,731.13,4.5,Red Yellow Podzolic,Wet,3.4299999999999997,8.205,0.9833333333333333,0.49470870830232083
GALLE,2017,Maha,2986.0,33.02,10775.0,10725.0,25.94,28.47,23.81,1596.6,1596.6,161.0,15.8,656.54,4.5,Red Yellow Podzolic,Wet,4.66,9.855555555555554,0.9952672605790646,0.4109539308963445
GALLE,2017,Yala,2448.0,9.29,4919.0,4850.0,27.0,28.95,25.27,1610.3,1610.3,183.0,19.59,725.91,4.5,Red Yellow Podzolic,Wet,3.6799999999999997,8.751630434782609,0.9857723577235772,0.45051200893688326
GALLE,2018,Maha,3247.0,37.55,8313.0,8308.0,25.85,28.58,23.59,1176.0,1176.0,163.0,14.28,668.06,4.5,Red Yellow Podzolic,Wet,4.989999999999998,7.170731707317073,0.9992783257156603,0.5675955819881053
GALLE,2018,Yala,3204.0,9.89,3945.0,3944.0,26.55,28.63,24.85,1610.9,1610.9,184.0,19.52,682.59,4.5,Red Yellow Podzolic,Wet,3.7799999999999976,8.707567567567567,0.9994931576279777,0.42346919784105713
GALLE,2019,Maha,3980.0,38.44,7949.0,7939.0,25.86,28.64,23.7,1693.8,1693.8,174.0,13.78,619.57,4.5,Red Yellow Podzolic,Wet,4.940000000000001,9.678857142857142,0.9986163522012579,0.3655711588388011
GALLE,2019,Yala,3012.0,6.3,3333.0,2670.0,27.15,29.23,25.31,1468.5,1468.5,174.0,17.92,723.76,4.5,Red Yellow Podzolic,Wet,3.9200000000000017,8.391428571428571,0.8008398320335933,0.4925212657366451
GALLE,2020,Yala,2837.0,24.23,11551.0,10915.0,27.25,29.51,25.39,1329.1,1329.1,175.0,18.47,731.99,4.5,Red Yellow Podzolic,Wet,4.120000000000001,7.551704545454545,0.9448580332409973,0.5503270430794678
GALLE,2021,Maha,2514.0,31.21,11235.0,10921.0,25.91,28.38,23.87,1496.0,1496.0,175.0,15.86,649.08,4.5,Red Yellow Podzolic,Wet,4.509999999999998,8.5,0.9719651121395514,0.4335871743486974
GALLE,2021,Yala,2897.0,18.87,8548.0,8326.0,26.76,28.92,24.97,1466.4,1466.4,180.0,19.2,719.06,4.5,Red Yellow Podzolic,Wet,3.950000000000003,8.101657458563537,0.9739150777868757,0.49002317023306524
GALLE,2022,Maha,2532.0,37.6,12319.0,12010.0,25.7,28.39,23.42,1167.0,1167.0,169.0,16.28,692.61,4.5,Red Yellow Podzolic,Wet,4.969999999999999,6.864705882352941,0.9748376623376623,0.5929880136986302
GALLE,2022,Yala,2194.0,17.9,10615.0,10422.0,26.58,28.67,24.69,1551.9,1551.9,181.0,20.52,732.77,4.5,Red Yellow Podzolic,Wet,3.9800000000000004,8.526923076923078,0.98172569706104,0.4718719814540537
GALLE,2023,Maha,2993.0,38.88,7014.0,6823.0,25.49,28.49,23.21,2253.5,2253.5,172.0,13.92,611.48,4.5,Red Yellow Podzolic,Wet,5.279999999999998,13.026011560693641,0.9726300784034212,0.2712264360168552
GALLE,2023,Yala,2169.0,8.53,5683.0,5024.0,26.79,29.19,24.68,1227.3,1227.3,183.0,18.39,751.94,4.5,Red Yellow Podzolic,Wet,4.510000000000002,6.670108695652174,0.8838845883180858,0.6121794349914517
GALLE,2024,Maha,2968.0,30.83,7466.0,7403.0,26.21,29.64,23.6,1492.2,1492.2,169.0,16.14,702.47,4.5,Red Yellow Podzolic,Wet,6.039999999999999,8.77764705882353,0.9914289540645507,0.47044602196624696
GALLE,2024,Yala,2602.0,7.66,3859.0,3761.0,27.14,30.0,24.79,1911.5,1911.5,182.0,17.93,743.2,4.5,Red Yellow Podzolic,Wet,5.210000000000001,10.44535519125683,0.9743523316062176,0.3886013071895425
GALLE,2025,Yala,2987.175570787372,12.44,5319.598826572174,5319.598826572174,26.76,29.57,24.5,1452.2,1452.2,183.0,19.68,744.5,4.5,Red Yellow Podzolic,Wet,5.07,7.892391304347826,0.9998120512309618,0.512317643820534
GAMPAHA,1979,Maha,2473.0,34.4,16897.0,16312.0,25.94,29.67,23.34,1640.5,1640.5,147.0,12.03,664.75,4.5,Red Yellow Podzolic,Wet,6.330000000000002,11.08445945945946,0.9653213398035271,0.40496497106305207
GAMPAHA,1979,Yala,2228.0,12.8,6890.0,6744.0,26.93,30.15,24.58,933.2,933.2,170.0,15.57,736.75,4.5,Red Yellow Podzolic,Wet,5.57,5.457309941520468,0.978667827601219,0.7886426889317062
GAMPAHA,1980,Maha,2820.0,40.1,16925.0,16695.0,26.12,30.01,23.19,676.8,676.8,118.0,13.96,745.94,4.5,Red Yellow Podzolic,Wet,6.82,5.687394957983193,0.9863523573200993,1.1005311301268812
GAMPAHA,1980,Yala,3350.0,25.5,9051.0,8954.0,26.86,30.05,24.63,1141.0,1141.0,175.0,15.37,712.92,4.5,Red Yellow Podzolic,Wet,5.420000000000002,6.482954545454546,0.9891736632788334,0.6242732049036778
GAMPAHA,1981,Maha,3295.0,46.5,17093.0,16588.0,25.61,29.42,22.66,777.0,777.0,114.0,12.71,712.3,4.5,Red Yellow Podzolic,Wet,6.760000000000002,6.756521739130434,0.9703989703989704,0.9155526992287917
GAMPAHA,1981,Yala,2566.0,22.8,10765.0,10445.0,26.63,29.75,24.49,1004.4,1004.4,180.0,14.89,686.98,4.5,Red Yellow Podzolic,Wet,5.260000000000002,5.549171270718232,0.9701839123165521,0.6832902327431868
GAMPAHA,1982,Maha,3120.0,44.7,17107.0,16821.0,25.98,29.96,23.08,1099.9,1099.9,124.0,12.75,710.51,4.5,Red Yellow Podzolic,Wet,6.880000000000003,8.7992,0.9832242225859247,0.6453901353438095
GAMPAHA,1982,Yala,2771.0,25.7,11121.0,10883.0,26.59,29.69,24.44,1157.1,1157.1,179.0,15.29,691.92,4.5,Red Yellow Podzolic,Wet,5.25,6.428333333333333,0.9785110591620212,0.597461359122701
GAMPAHA,1983,Maha,3477.0,48.2,16595.0,16269.0,26.13,29.81,23.39,771.9,771.9,127.0,13.45,697.37,4.5,Red Yellow Podzolic,Wet,6.419999999999998,6.03046875,0.9802964569775849,0.9022771380514945
GAMPAHA,1983,Yala,2827.0,9.2,3922.0,3817.0,27.39,30.64,25.13,1010.3,1010.3,166.0,15.76,735.7,4.5,Red Yellow Podzolic,Wet,5.510000000000002,6.049700598802395,0.9729798623502421,0.7274794818550382
GAMPAHA,1984,Maha,3215.0,44.8,16456.0,16358.0,25.27,28.65,22.9,1222.3,1222.3,147.0,13.33,636.32,4.5,Red Yellow Podzolic,Wet,5.75,8.258783783783784,0.9939843227805797,0.5201667620371128
GAMPAHA,1984,Yala,2695.0,28.2,12556.0,12271.0,26.01,28.9,23.99,1355.9,1355.9,167.0,15.56,656.62,4.5,Red Yellow Podzolic,Wet,4.91,8.070833333333335,0.9772238592020387,0.4839118579114157
GAMPAHA,1985,Maha,2872.0,38.5,16100.0,15739.0,25.52,29.06,22.99,1229.5,1229.5,145.0,13.0,656.76,4.5,Red Yellow Podzolic,Wet,6.07,8.42123287671233,0.9775169244146327,0.533734254368143
GAMPAHA,1985,Yala,2803.0,28.9,12209.0,12106.0,26.15,29.03,24.16,1400.3,1400.3,179.0,15.44,650.32,4.5,Red Yellow Podzolic,Wet,4.870000000000001,7.779444444444445,0.9914823914823915,0.46408335117391
GAMPAHA,1986,Maha,3316.0,42.0,15089.0,14885.0,25.71,29.3,23.13,786.6,786.6,145.0,13.17,672.59,4.5,Red Yellow Podzolic,Wet,6.170000000000002,5.387671232876713,0.986414844267727,0.8539740985271712
GAMPAHA,1986,Yala,2764.0,23.6,10270.0,10010.0,26.32,29.3,24.24,1041.0,1041.0,178.0,15.32,682.56,4.5,Red Yellow Podzolic,Wet,5.060000000000002,5.815642458100559,0.9745886476487197,0.6550479846449135
GAMPAHA,1987,Maha,2901.0,34.4,14592.0,13939.0,26.36,30.06,23.72,1072.6,1072.6,130.0,13.57,699.47,4.5,Red Yellow Podzolic,Wet,6.34,8.187786259541983,0.9551839923250873,0.6515182563338302
GAMPAHA,1987,Yala,3235.0,28.7,10444.54,10411.0,27.15,30.34,24.87,1034.3,1034.3,176.0,14.73,723.61,4.5,Red Yellow Podzolic,Wet,5.469999999999999,5.843502824858756,0.9966933255724452,0.6989375060368975
GAMPAHA,1988,Maha,3206.0,38.3,14197.0,14029.0,26.28,30.17,23.34,929.1,929.1,123.0,13.37,744.52,4.5,Red Yellow Podzolic,Wet,6.830000000000002,7.492741935483871,0.988096915058459,0.8004730674121062
GAMPAHA,1988,Yala,2797.0,27.4,11620.0,11513.0,26.51,29.38,24.61,1767.3,1767.3,179.0,14.69,620.08,4.5,Red Yellow Podzolic,Wet,4.77,9.818333333333333,0.9907064796489115,0.35066448000904826
GAMPAHA,1989,Maha,3261.0,41.0,14823.0,14756.0,26.09,30.08,23.13,1135.0,1135.0,115.0,13.39,718.59,4.5,Red Yellow Podzolic,Wet,6.949999999999999,9.78448275862069,0.9954128440366973,0.6325616197183099
GAMPAHA,1989,Yala,2689.0,15.9,7044.0,6928.0,26.28,29.31,24.23,1497.6,1497.6,174.0,15.86,653.83,4.5,Red Yellow Podzolic,Wet,5.079999999999998,8.557714285714285,0.9833924769339958,0.43629387428266386
GAMPAHA,1990,Maha,2648.0,31.4,14039.0,13924.0,26.08,29.79,23.34,1229.6,1229.6,138.0,13.37,696.14,4.5,Red Yellow Podzolic,Wet,6.449999999999999,8.846043165467625,0.9917378917378917,0.5656915325857306
GAMPAHA,1990,Yala,2665.0,25.5,11323.0,11238.0,26.54,29.45,24.52,1266.6,1266.6,177.0,15.4,671.13,4.5,Red Yellow Podzolic,Wet,4.93,7.115730337078651,0.9924055104203462,0.529449353108236
GAMPAHA,1991,Maha,2970.0,32.9,13757.0,12992.0,25.86,29.62,23.08,1043.4,1043.4,134.0,13.18,689.53,4.5,Red Yellow Podzolic,Wet,6.540000000000003,7.728888888888889,0.9443233028056404,0.6602163921869015
GAMPAHA,1991,Yala,2188.0,19.8,10891.0,10615.0,26.71,29.79,24.56,1264.2,1264.2,179.0,15.16,691.76,4.5,Red Yellow Podzolic,Wet,5.23,7.023333333333333,0.9745684906353287,0.5467594056275688
GAMPAHA,1992,Maha,3262.0,39.5,14309.0,14238.0,25.85,29.63,23.07,987.8,987.8,121.0,14.12,708.14,4.5,Red Yellow Podzolic,Wet,6.559999999999999,8.09672131147541,0.9949685534591195,0.716161003236246
GAMPAHA,1992,Yala,2863.0,14.9,6202.0,6105.0,26.83,30.06,24.55,1229.5,1229.5,168.0,16.01,705.42,4.5,Red Yellow Podzolic,Wet,5.509999999999998,7.275147928994083,0.984201192971143,0.5732791548151158
GAMPAHA,1993,Maha,3371.0,38.8,13545.0,13521.0,25.79,29.46,23.11,1233.3,1233.3,137.0,13.33,667.39,4.5,Red Yellow Podzolic,Wet,6.350000000000001,8.93695652173913,0.9981544367340912,0.5407032326014746
GAMPAHA,1993,Yala,2525.0,12.1,5660.0,5621.0,26.45,29.51,24.26,1252.9,1252.9,176.0,15.22,680.73,4.5,Red Yellow Podzolic,Wet,5.25,7.078531073446328,0.9929341105811694,0.5428901826301937
GAMPAHA,1994,Maha,3307.0,33.6,11977.0,11936.0,25.6,29.17,23.16,1165.4,1165.4,140.0,13.32,648.06,4.5,Red Yellow Podzolic,Wet,6.010000000000002,8.265248226950355,0.9964935715478377,0.5556069958847736
GAMPAHA,1994,Yala,2416.0,12.8,6303.4,6216.0,26.32,29.31,24.23,1281.4,1281.4,177.0,15.18,667.0,4.5,Red Yellow Podzolic,Wet,5.079999999999998,7.198876404494382,0.9859780470782311,0.5201185277604491
GAMPAHA,1995,Maha,3316.0,31.4,11189.0,11103.0,26.24,29.97,23.5,883.0,883.0,133.0,13.89,713.37,4.5,Red Yellow Podzolic,Wet,6.469999999999999,6.58955223880597,0.9922252010723861,0.8069796380090498
